full name,code,Sector_main,sector,52w_low,52w_high,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap (M),RSI_status,RSI_value,Stochastic_status,Stochastic_value
YTL CORPORATION BERHAD,4677, Main Market,Utilities ,0.915,1.48,1.94,45,2.42,3.88,0.0359,0.87,152.82,1,11783.40,Neutral,48,Neutral,42.9
YTL HOSPITALITY REIT,5109, Main Market,Real Estate Investment Trusts ,1.07,1.32,7.49,11,11.74,7.77,0.0607,0.82,28.87,4,2181.60,Neutral,54.3,Neutral,33.3
YTL LAND & DEVELOPMENT BERHAD,2577, Main Market,Property ,0.37,0.505,-17.45,-2,-15.88,0,0,0.43,26.98,1,329.30,Neutral,44,Oversold,0
YTL POWER INTERNATIONAL BHD,6742, Main Market,Utilities ,0.73,1.27,4.56,13,6.74,4.85,0.0557,0.59,136.07,1,7097.60,Neutral,42.5,Oversold,16.7
ZECON BERHAD,7028, Main Market,Construction ,0.15,0.63,4.7,3,8.23,0,0,0.15,396.14,0,33.40,Neutral,58,Neutral,58.3
ZELAN BERHAD,2283, Main Market,Construction ,0.025,0.13,-17.71,-7,-1.24,0,0,1.29,10.07,1,76.00,Overbought,70.6,Neutral,70
,3021, Leap Market,Consumer Products & Services ,0.165,0.175,0,0,0,0,0,16.5,0,,0.90,Oversold,0,Oversold,0
,3017, Leap Market,Construction ,0.18,0.3,110,7,4.4,0,0,7.5,3.46,9,109.70,Overbought,100,Overbought,100
,3009, Leap Market,Consumer Products & Services ,0.085,0.1,-64.33,-5,-1.93,0,0,3.33,2.18,5,25.80,Overbought,100,Neutral,50
,nan,Commodity - ETF,ETF,1.6,1.795,0,0,0,0,0,0.99,0,,4191.90,Neutral,50,Oversold,0
,3005, Leap Market,Health Care ,0.305,0.54,27.94,24,2.21,0.5,0.0093,6.83,10.23,5,108.40,Overbought,74.8,Overbought,100
,nan,Equity - ETF,ETF,1.45,1.7,-7.4,-15,-10.88,0,0,1.08,-14.75,-11,11.30,Neutral,55,Overbought,98.8
,nan,Equity - ETF,ETF,1.735,2.1,1.94,53,3.52,6.8,0.0364,1.03,7.22,26,5.00,Neutral,69.7,Overbought,100
,3002, Leap Market,Technology ,0.28,0.44,-117.5,-6,-4.7,0,0,7,2.28,12,28.00,Neutral,32.1,Oversold,0
,3003, Leap Market,Consumer Products & Services ,0.515,0.56,28.39,10,5.47,3.9,0.0729,2.78,23.69,2,38.00,Neutral,68.7,Neutral,50
,3008, Leap Market,Technology ,0.23,0.43,28.11,17,2.53,1,0.0238,4.67,24.08,2,54.60,Overbought,100,Neutral,50
,3016, Leap Market,Consumer Products & Services ,0.005,0.085,5.23,10,0.45,0,0,0.52,7.16,1,36.30,Neutral,56.6,Overbought,100
,3013, Leap Market,Health Care ,0.23,0.39,11.81,45,0.86,0,0,5.36,4.06,10,99.70,Overbought,89.7,Overbought,100
KOTRA INDUSTRIES BERHAD,2,Main Market,Health Care,1.6,1.9,11.93,12,13.72,6,0.0353,1.48,125.72,1,244.60,Neutral,48.7,Neutral,41.2
UCREST BERHAD,5,Ace Market,Technology ,0.2,0.43,39.9,7,3.36,0,0,2.91,10.33,2,113.70,Neutral,42.7,Oversold,0
THREE-A RESOURCES BERHAD,12,Main Market,Consumer Products & Services ,0.7,1.12,8.86,16,5.92,2,0.0214,1.4,89.02,1,460.00,Neutral,56.9,Neutral,23.1
G NEPTUNE BERHAD,45,Ace Market,Technology ,0.035,0.1,19.38,-26,-0.25,0,0,-5.04,0,,18.80,Overbought,72,Overbought,100
ANCOM LOGISTICS BERHAD,48,Ace Market,Trad/Serv ,0.06,0.11,-2.2,-74,-0.11,0,0,107,6.05,1,40.20,Neutral,47.6,Oversold,20
SYSTECH BHD,50,Ace Market,Technology ,0.18,0.345,0.04,37,0.64,0,0,0.02,8.38,3,83.40,Neutral,52.9,Neutral,60
OSK VENTURES INTERNATIONAL BERHAD,53,Ace Market,Financial Services ,0.44,0.645,-16.88,-3,-15.02,0,0,0.51,90.36,0,88.90,Neutral,41,Neutral,25
KARYON INDUSTRIES BERHAD ,54,Main Market,Industrial Products & Services ,0.125,0.235,7.52,9,1.58,0.3,0.0222,0.64,32.7,0,64.20,Neutral,50.2,Neutral,50
ECOBUILT HOLDINGS BERHAD,59,Main Market,Telecommunications & Media ,0.18,0.405,-4.55,-15,-1.99,0,0,0.69,28.38,1,48.80,Neutral,55.4,Neutral,66.7
GREEN OCEAN CORPORATION BERHAD,74,Ace Market,Consumer Products & Services ,0.085,0.15,-14.56,-9,-1.12,0,0,1.37,97.38,0,30.40,Neutral,47.9,Oversold,0
LYC HEALTHCARE BERHAD,75,Ace Market,Technology ,0.28,0.545,-23.63,-16,-1.89,0,0,3.57,5.11,6,97.50,Neutral,36.9,Neutral,40
TEX CYCLE TECHNOLOGY (M) BERHAD,89,Ace Market,Industrial Products & Services ,0.5,0.75,7.54,17,3.05,0.59,0.0116,1.26,14.67,3,130.70,Neutral,40,Neutral,25
ELSOFT RESEARCH BERHAD,90,Main Market,Technology ,0.945,3.53,35.24,16,5.99,4.56,0.0468,5.74,11.74,8,649.30,Neutral,40,Neutral,35.3
TMC LIFE SCIENCES BERHAD,101,Main Market,Health Care,0.695,0.835,3.86,45,1.66,0.18,0.0024,1.73,10.05,7,1293.70,Neutral,56.8,Neutral,58.3
ADVANCE INFORMATION MARKETING BERHAD,122,Ace Market,Industrial Products & Services ,0.21,0.3,-8.59,-31,-0.85,0,0,2.63,3.59,7,69.20,Neutral,51.8,Neutral,50
FRONTKEN CORPORATION BERHAD,128,Main Market,Technology ,0.365,1.25,16,24,4.96,1.5,0.0126,3.84,31.06,4,1253.60,Overbought,73.6,Overbought,80.6
DIVERSIFIED GATEWAY SOLUTIONS BERHAD,131,Ace Market,Technology ,0.045,0.1,,-20,-0.39,0,0,,11.69,1,59.70,Neutral,48.4,Neutral,75
WINTONI GROUP BERHAD,141,Ace Market,Technology ,0.035,0.035,1.52,-11,-0.32,0,0,-0.17,0.05,76,18.00,Overbought,100,Neutral,50
KEY ASIC BERHAD,143,Main Market,Technology ,0.095,0.245,11.86,26,0.44,0,0,3.1,3.17,4,109.30,Neutral,58,Neutral,66.7
JF TECHNOLOGY BERHAD,146,Ace Market,Technology ,0.59,1.03,2.97,200,0.45,0,0,5.94,12.09,7,189.00,Neutral,59.9,Neutral,57.1
INNITY CORPORATION BERHAD,147,Ace Market,Telecommunications & Media ,0.48,0.78,4.2,47,1.04,0,0,1.98,77.04,1,68.00,Neutral,34.1,Oversold,7.1
FIBON BERHAD,149,Main Market ,Industrial Products & Services ,0.4,0.62,4.35,20,2.13,0.75,0.0174,0.88,14.75,3,42.10,Neutral,43.5,Neutral,30
MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,155,Ace Market,Health Care,0.205,0.34,-24.42,-6,-4.3,0,0,1.48,26.05,1,26.90,Neutral,49.9,Neutral,38.5
SCH GROUP BERHAD,161,Ace Market,Industrial Products & Services ,0.09,0.205,-11.83,-7,-1.79,0,0,0.79,10.09,1,66.70,Neutral,40,Neutral,50
BOILERMECH HOLDINGS BERHAD,168,Main Market,Industrial Products & Services ,0.5,0.775,11.39,12,4.33,1.75,0.033,1.39,44.7,1,273.50,Neutral,45.2,Oversold,18.2
AEMULUS HOLDINGS BERHAD,181,Ace Market,Technology ,0.19,0.485,6.65,25,0.96,0.18,0.0075,1.66,6.42,4,131.70,Neutral,46.1,Neutral,50
HSS ENGINEERS BERHAD,185,Main Market,Industrial Products & Services ,0.445,1.67,-51.48,-6,-20.69,0,0,3.09,38.26,3,614.90,Neutral,60.5,Neutral,64.3
PERAK TRANSIT BERHAD,186,Main Market,Consumer Products & Services ,0.2,0.315,12.14,9,2.51,0.24,0.0107,1.09,8.03,3,320.10,Neutral,39.2,Oversold,0
MATANG BERHAD,189,Ace Market,Plantation ,0.065,0.085,1.5,46,0.15,0.2,0.0286,0.7,0.56,12,126.70,Neutral,47.7,Oversold,0
WEGMANS HOLDINGS BERHAD,197,Ace Market,Consumer Products & Services ,0.22,0.405,16.67,13,2.5,0,0,2.13,18.87,2,160.00,Neutral,48.3,Neutral,50
GDB HOLDINGS BERHAD,198,Ace Market,Construction ,0.22,0.45,26.24,7,4.46,2,0.0615,1.91,43.93,1,203.10,Neutral,66.7,Overbought,85.7
TRI-MODE SYSTEM (M) BERHAD,199,Ace Market,Trad/Serv ,0.295,0.575,5.17,19,2.17,1,0.0238,1,51.56,1,69.70,Neutral,47.5,Neutral,45.5
AMMB HOLDINGS BERHAD,1015,Main Market,Financial Services ,3.4,4.64,7.55,10,43.1,15,0.0339,0.78,298.5,1,13352.80,Neutral,41.6,Oversold,15.8
ALLIANZ MALAYSIA BERHAD,1163,Main Market,Financial Services ,10.44,14.76,11.21,7,213.29,40,0.0279,0.75,2931.49,0,2538.40,Neutral,49.8,Oversold,0
PUBLIC BANK BERHAD ,1295,Main Market,Financial Services ,22.28,26.16,13.64,16,144.01,69,0.0305,2.14,567.77,4,87736.30,Oversold,25.7,Neutral,20.8
GUOCOLAND (MALAYSIA) BERHAD,1503,Main Market,Property ,0.72,1.03,1.56,24,3.04,2,0.027,0.38,28.96,3,518.30,Neutral,46.3,Neutral,57.1
BURSA MALAYSIA BERHAD,1818,Main Market,Financial Services ,6.72,8.2,25.69,25,27.75,33.6,0.0491,6.34,68.11,10,5531.20,Neutral,42.1,Neutral,35.7
BATU KAWAN BERHAD,1899,Main Market,Plantation ,16.2,18.6,6.16,17,97.31,55,0.0326,1.07,4093.05,0,7350.10,Neutral,42.2,Oversold,15
IOI CORPORATION BERHAD ,1961,Main Market,Plantation ,4.1,4.81,26.64,12,38.89,8,0.0178,3.08,125.22,4,28217.80,Neutral,47.1,Neutral,46.2
UNITED PLANTATIONS BERHAD,2089,Main Market,Plantation ,25,28.88,14.95,15,183.23,290,0.1051,2.25,647.25,4,5744.50,Neutral,59.7,Neutral,66.7
GOPENG BERHAD,2135,Main Market,Plantation ,0.55,1.5,0.18,353,0.2,133.33,1.8779,0.65,2.77,26,191.00,Neutral,52.3,Overbought,100
ECM LIBRA FINANCIAL GROUP BERHAD,2143,Main Market,Financial Services ,0.24,0.57,2.97,25,1.07,0,0,0.75,4.08,7,129.60,Neutral,46.8,Oversold,9.1
KUALA LUMPUR KEPONG BERHAD,2445,Main Market,Plantation ,23.26,25.96,6.33,39,64.04,45,0.0181,2.46,1619.96,2,26538.20,Neutral,53.2,Neutral,43.9
RIVERVIEW RUBBER ESTATES BERHAD,2542,Main Market,Plantation ,2.75,3.98,1.86,39,7.64,2,0.0068,0.72,44.2,7,192.00,Neutral,45,Neutral,75
AMALGAMATED INDUSTRIAL STEEL BERHAD,2682,Main Market,Industrial Products & Services ,0.2,0.37,-2.88,-9,-2.89,0,0,0.26,2.96,9,37.50,Neutral,48.4,Neutral,30
CARLSBERG BREWERY MALAYSIA BERHAD,2836,Main Market,Consumer Products & Services ,17.08,27.38,153.64,30,90.65,100,0.0373,45.49,648.35,4,8206.30,Neutral,62.1,Neutral,68.2
CHEMICAL COMPANY OF MALAYSIA BERHAD,2879,Main Market,Industrial Products & Services ,1.55,2.41,8.03,13,15.33,9,0.0462,1.02,236.11,1,327.00,Neutral,56.9,Overbought,100
CLOUD,3001,Leap Market,Technology ,0.18,0.35,12.59,35,0.86,0,0,4.39,12.94,2,249.40,Neutral,55.4,Neutral,70.6
NPS,3006,Leap Market,Health Care,0.2,0.31,46.14,10,3.23,0.4,0.0129,4.43,7.76,4,46.20,Neutral,58.2,Overbought,100
POLYMER,3007,Leap Market,Industrial Products & Services ,0.15,0.17,38.88,10,1.73,0.2,0.0118,3.82,10.33,2,78.70,Overbought,100,Neutral,50
MYKRIS,3010,Leap Market,Telecommunications & Media ,0.2,0.34,39,7,4.68,1,0.0294,2.83,6.24,5,102.00,Overbought,100,Overbought,100
AMLEX,3011,Leap Market,Technology ,0.15,0.2,-0.01,-352,-0.06,0,0,0.02,7.66,3,53.60,Overbought,100,Neutral,50
MFGROUP,3015,Leap Market,Consumer Products & Services ,0.185,0.23,64.8,7,3.24,0.63,0.0286,4.4,22.93,1,73.60,Oversold,0,Neutral,50
PETRON MALAYSIA REFINING & MARKETING BHD,3042,Main Market,Energy ,6.01,9.95,13.45,8,83.16,0,0,1.07,4462.14,0,1784.70,Neutral,48.3,Neutral,48.1
FIMA CORPORATION BERHAD ,3107,Main Market,Industrial Products & Services ,1.75,2.1,9.51,9,22.55,12.5,0.0641,0.82,101.65,2,478.30,Neutral,58.7,Neutral,75
KARAMBUNAI CORP BHD,3115,Main Market,Property ,0.07,0.125,2.31,24,0.35,0,0,0.56,1.21,7,491.00,Neutral,44.5,Neutral,33.3
HEINEKEN MALAYSIA BERHAD,3255,Main Market,Consumer Products & Services ,17.42,25.1,76.03,26,93.52,40,0.0162,20.03,671.86,4,7443.70,Overbought,70.5,Overbought,80.3
HONG LEONG INDUSTRIES BERHAD,3301,Main Market,Consumer Products & Services ,8.42,12.3,19.96,11,99.59,47,0.0448,2.1,798.1,1,3436.40,Overbought,80.4,Overbought,88.7
INSAS BERHAD,3379,Main Market,Financial Services ,0.645,0.925,2.85,11,7.25,2,0.0248,0.32,36.26,2,558.10,Neutral,57.8,Neutral,68.4
EASTERN & ORIENTAL BERHAD,3417,Main Market,Property ,0.825,1.69,3.02,21,4.26,0,0,0.64,62.9,1,1311.20,Neutral,46.2,Oversold,20
DAMANSARA REALTY BHD,3484,Main Market,Property ,0.22,0.565,12.02,8,6.48,0,0,0.95,95.53,1,162.40,Neutral,52.8,Neutral,35.7
MARCO HOLDINGS BERHAD,3514,Main Market,Consumer Products & Services ,0.115,0.15,7.44,9,1.34,0,0,0.69,14.26,1,131.80,Neutral,49.7,Neutral,50
ECOFIRST CONSOLIDATED BHD,3557,Main Market,Property ,0.285,0.325,6.94,11,2.77,0,0,0.75,24.65,1,240.90,Neutral,53.8,Overbought,100
WCE HOLDINGS BERHAD,3565,Main Market,Construction ,0.465,1.02,1.26,68,0.88,0,0,0.86,82.83,1,601.60,Neutral,59.6,Neutral,68.2
FRASER & NEAVE HOLDINGS BHD,3689,Main Market,Consumer Products & Services ,29.2,40,16.52,32,109.37,57.5,0.0164,5.3,1104.54,3,12866.60,Neutral,50.3,Neutral,25.4
MISC BERHAD,3816,Main Market,Transportation & Logistics ,5.03,7.22,3.71,22,29.38,30,0.0454,0.83,196.7,3,29505.70,Neutral,37.4,Oversold,11.5
MAGNUM BERHAD,3859,Main Market,Consumer Products & Services ,1.75,2.48,4.37,33,7.29,15,0.0628,1.43,188.09,1,3436.20,Neutral,51,Neutral,36.4
MALAYSIAN PACIFIC INDUSTRIES BERHAD,3867,Main Market,Technology ,7.57,13.2,10.61,14,69.81,29,0.0296,1.49,748.67,1,2056.90,Neutral,46.5,Neutral,28.6
MUI PROPERTIES BERHAD,3913,Main Market,Property ,0.17,0.32,2.87,22,1.01,0,0,0.64,7.38,3,171.90,Overbought,70.3,Neutral,78.6
PAN MALAYSIA CORPORATION BERHAD,4081,Main Market,Consumer Products & Services ,0.135,0.18,1.02,33,0.43,0,0,0.34,10.08,1,112.10,Neutral,53,Neutral,50
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,4162,Main Market,Consumer Products & Services ,22.45,38.68,111.64,22,165.23,155,0.0422,24.81,988.67,4,10484.70,Neutral,60.8,Overbought,88.6
SIME DARBY BERHAD,4197,Main Market,Consumer Products & Services ,2.04,2.93,5.88,18,12.35,7.98,0.0364,1.04,516.66,0,14893.80,Neutral,48.6,Neutral,27.3
SEAL INCORPORATED BERHAD,4286,Main Market,Property ,0.285,0.43,8.41,3,10.01,0,0,0.29,53.16,1,85.00,Neutral,53.1,Neutral,42.9
ANCOM BERHAD,4758,Main Market,Industrial Products & Services ,0.405,0.755,8.22,5,9.91,0,0,0.39,876.32,0,114.40,Neutral,48.3,Neutral,60
MALPAC HOLDINGS BERHAD,4936,Main Market,Plantation ,0.76,1.1,-3.84,-9,-8.52,10,0.1266,0.36,0,,59.30,Neutral,36.7,Neutral,23.1
NYLEX (MALAYSIA) BERHAD,4944,Main Market,Industrial Products & Services ,0.58,0.8,3.8,10,7.06,2,0.0296,0.36,835.73,0,131.20,Neutral,47.6,Neutral,50
AMANAH HARTA TANAH PNB,4952,Main Market,Real Estate Investment Trusts ,0.705,0.85,4.37,14,5.6,5.63,0.0741,0.59,14.48,5,167.20,Neutral,50.9,Neutral,40
HUME INDUSTRIES BERHAD,5000,Main Market,Industrial Products & Services ,0.465,1.66,-28.11,-4,-20.24,0,0,1.03,134.35,1,356.90,Neutral,57.6,Neutral,45
WARISAN TC HOLDINGS BERHAD,5016,Main Market,Consumer Products & Services ,2.01,2.35,2.16,19,11.1,1,0.0047,0.42,739.55,0,144.50,Neutral,57.3,Overbought,100
PAOS HOLDINGS BERHAD,5022,Main Market,Consumer Products & Services ,0.3,0.435,1.26,53,0.68,0.8,0.0222,0.67,189.94,0,65.20,Neutral,50,Neutral,33.3
HUP SENG INDUSTRIES BERHAD,5024,Main Market,Consumer Products & Services ,0.94,1.2,26.85,19,5.37,6,0.0603,4.98,38.42,3,796.00,Neutral,44.1,Neutral,25
NWP HOLDINGS BERHAD,5025,Main Market,Industrial Products & Services ,0.06,0.29,-49.78,-2,-4.62,0,0,1.24,2.72,4,45.10,Overbought,79,Overbought,80
FAR EAST HOLDINGS BERHAD,5029,Main Market,Plantation ,2.61,14.6,10.6,28,10.16,0.33,0.0012,2.93,63.84,4,1668.70,Neutral,52.8,Overbought,87
YI-LAI BERHAD,5048,Main Market,Industrial Products & Services ,0.545,0.76,-1.42,-32,-1.97,0,0,0.45,73.98,1,100.80,Neutral,60.8,Overbought,100
COUNTRY VIEW BERHAD,5049,Main Market,Property ,1.15,1.59,18.08,2,70.51,5,0.0342,0.37,236.06,1,146.00,Neutral,46.7,Neutral,50
HUA YANG BERHAD,5062,Main Market,Property ,0.3,0.5,1.91,12,3.34,0,0,0.22,81.32,0,135.50,Neutral,45.5,Neutral,28.6
IBRACO BERHAD,5084,Main Market,Property ,0.15,0.75,8.73,11,6.07,1.5,0.0223,0.95,48.2,1,327.60,Neutral,49.9,Neutral,40
APEX EQUITY HOLDINGS BERHAD,5088,Main Market,Financial Services ,0.9,1.24,2.72,27,3.84,0,0,0.72,19.1,5,217.80,Neutral,52,Neutral,33.3
GUAN CHONG BERHAD,5102,Main Market,Consumer Products & Services ,1.39,3.88,28.24,9,39.41,4,0.0109,2.64,470.96,1,1767.00,Neutral,54.2,Neutral,73.3
AXIS REAL ESTATE INVESTMENT TRUST,5106,Main Market,Real Estate Investment Trusts ,1.31,1.84,9.32,15,12.53,8074,0.0475,1.36,16.52,11,2264.20,Neutral,62.6,Overbought,83.3
ICAPITAL.BIZ BERHAD,5108,Main Market,Closed-End Fund,2.34,2.85,2.11,33,7.12,0,0,0.7,17.74,13,329.00,Neutral,34.9,Oversold,0
UOA REAL ESTATE INVESTMENT TRUST,5110,Main Market,Real Estate Investment Trusts ,1.29,1.5,7.94,10,13.61,9.13,0.0648,0.82,18.58,8,596.20,Neutral,53.5,Neutral,46.2
TOWER REAL ESTATE INVESTMENT TRUST,5111,Main Market,Real Estate Investment Trusts ,0.885,1.1,0.99,48,1.88,4.1,0.0456,0.47,10.59,9,252.50,Neutral,50.5,Neutral,50
AL-`AQAR HEALTHCARE REIT,5116,Main Market,Real Estate Investment Trusts ,1.18,1.42,9.64,11,12.42,7.7,0.0554,1.08,13.95,10,1023.00,Neutral,59.5,Neutral,62.5
AMFIRST REAL ESTATE INVESTMENT TRUST,5120,Main Market,Real Estate Investment Trusts ,0.51,0.615,1.1,39,1.35,3.95,0.0752,0.43,16.92,3,360.40,Neutral,44.2,Oversold,0
MRCB-QUILL REIT,5123,Main Market,Real Estate Investment Trusts ,1.04,1.19,5.49,16,6.82,8.08,0.0728,0.89,16.18,7,1189.70,Neutral,55,Neutral,66.7
PANTECH GROUP HOLDINGS BERHAD,5125,Main Market,Industrial Products & Services ,0.408,0.638,8.12,9,6.33,1,0.0174,0.74,82.31,1,430.40,Neutral,57.7,Neutral,76.5
AMANAHRAYA REAL ESTATE INVESTMENT TRUST,5127,Main Market,Real Estate Investment Trusts ,0.81,0.9,19.35,3,25.89,6.08,0.0724,0.63,17.07,5,481.50,Neutral,47.7,Neutral,50
MELATI EHSAN HOLDINGS BERHAD,5129,Main Market,Construction ,0.435,0.695,1.12,24,1.98,1,0.0213,0.27,236.75,0,56.40,Neutral,47.6,Neutral,40
ATRIUM REAL ESTATE INVESTMENT TRUST,5130,Main Market,Real Estate Investment Trusts ,1.06,1.16,6.36,12,9.54,9.5,0.0819,0.77,15.42,8,141.30,Overbought,74.3,Overbought,100
ZHULIAN CORPORATION BERHAD,5131,Main Market,Consumer Products & Services ,1.2,1.56,9.08,12,11.75,10,0.0725,1.07,39.87,3,634.80,Neutral,55.1,Overbought,100
PETRA ENERGY BERHAD,5133,Main Market,Energy ,0.315,1.26,-6.33,-17,-6.52,0,0,1.09,145.28,1,360.40,Neutral,60,Neutral,67.9
SARAWAK PLANTATION BERHAD,5135,Main Market,Plantation ,1.42,1.8,2.05,43,3.99,5,0.0289,0.89,111,2,484.40,Neutral,62.4,Overbought,81.6
AEON CREDIT SERVICE (M) BERHAD,5139,Main Market,Financial Services ,12.42,17.36,23.62,12,139.25,43.56,0.0261,2.84,524.41,3,4194.20,Neutral,45.2,Neutral,54.5
TASCO BERHAD,5140,Main Market,Transportation & Logistics ,0.99,2,4.34,17,7.98,2.5,0.018,0.76,363.46,0,278.00,Neutral,40.3,Oversold,5.7
DAYANG ENTERPRISE HOLDINGS BERHAD,5141,Main Market,Energy ,0.5,1.75,14.53,9,17,0,0,1.31,97.18,2,1476.20,Neutral,62.6,Neutral,75
LUXCHEM CORPORATION BERHAD,5143,Main Market,Industrial Products & Services ,0.5,0.715,13.37,12,4.37,2.21,0.0417,1.62,93.62,1,460.90,Neutral,47.9,Overbought,80
TAS OFFSHORE BERHAD,5149,Main Market,Transportation & Logistics ,0.18,0.38,1.05,30,0.95,0,0,0.31,29.11,1,51.30,Neutral,46.4,Oversold,11.1
MULTI SPORTS HOLDINGS LTD,5150,Main Market,Consumer Products & Services ,0.005,0.04,12.82,-18,-0.05,0,0,-2.56,0,,6.10,Neutral,38,Neutral,50
XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED,5155,Main Market,Consumer Products & Services ,0.055,0.055,-41.83,0,-79.48,0,0,0.03,56.29,0,26.70,Overbought,100,Neutral,50
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services ,0.09,0.21,1.49,8,1.15,0,0,0.12,25.17,0,171.50,Neutral,46.8,Neutral,50
HOMERITZ CORPORATION BERHAD,5160,Main Market,Consumer Products & Services ,0.585,0.82,13.08,9,6.54,2.5,0.042,1.19,52.19,1,178.50,Neutral,39.7,Neutral,33.3
VSTECS BERHAD,5162,Main Market,Technology ,0.91,1.22,8.55,7,13.68,5,0.05,0.63,906.85,0,180.00,Neutral,52.4,Neutral,42.9
HARTALEGA HOLDINGS BERHAD,5168,Main Market,Health Care,4.52,7.45,22.04,33,14.4,8.51,0.0181,7.18,82.57,6,15681.00,Neutral,42.6,Neutral,45.7
IVORY PROPERTIES GROUP BERHAD,5175,Main Market,Property ,0.19,0.375,-4.2,-6,-3.61,2.5,0.125,0.23,24.34,1,98.00,Neutral,46.4,Neutral,50
SUNWAY REAL ESTATE INVESTMENT TRUST,5176,Main Market,Real Estate Investment Trusts ,1.58,1.88,9.72,13,14.16,9.25,0.0478,1.3,19.05,10,5595.60,Overbought,72.6,Overbought,100
DYNACIATE GROUP BERHAD,5178,Main Market,Industrial Products & Services ,0.085,0.38,-45.4,-4,-2.04,0,0,2,10.13,1,33.90,Neutral,46.3,Neutral,50
CAPITALAND MALAYSIA MALL TRUST,5180,Main Market,Real Estate Investment Trusts ,0.99,1.29,5.24,17,6.63,7.9,0.0712,0.88,17.13,6,2269.00,Neutral,48.2,Oversold,0
SIG GASES BERHAD ,5181,Main Market,Industrial Products & Services ,0.75,1,3.91,33,2.66,0,0,1.3,41.91,2,165.90,Neutral,47,Oversold,13.6
MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,5186,Main Market,Energy ,0.495,0.865,-5.1,-11,-7.67,0,0,0.54,60.9,1,1304.00,Neutral,55.8,Neutral,35.7
MAXWELL INTERNATIONAL HOLDINGS BERHAD,5189,Main Market,Consumer Products & Services ,0.005,0.025,-51.86,0,-33.71,0,0,0.02,0,,4.00,Neutral,37.5,Neutral,25
BENALEC HOLDINGS BERHAD,5190,Main Market,Construction ,0.155,0.325,-1.14,-23,-0.88,0,0,0.26,11.11,2,172.40,Neutral,56.5,Neutral,57.1
TAMBUN INDAH LAND BERHAD,5191,Main Market,Property ,0.71,1.05,9.12,6,12.77,6.7,0.0832,0.58,41.38,2,348.90,Neutral,61,Neutral,75
HIBISCUS PETROLEUM BERHAD,5199,Main Market,Energy ,0.74,1.36,28.63,6,20.9,0,0,1.59,49.44,2,1842.30,Neutral,61.1,Neutral,57.9
MSM MALAYSIA HOLDINGS BERHAD,5202,Main Market,Consumer Products & Services ,1.65,4.12,1.82,33,5.07,0,0,0.59,315.15,1,1166.90,Oversold,23.9,Oversold,4.3
PAVILION REAL ESTATE INVESTMENT TRUST,5212,Main Market,Real Estate Investment Trusts ,1.41,1.85,7.51,19,9.5,8.74,0.0475,1.45,18.26,10,5591.80,Neutral,60.9,Overbought,83.3
CHINA STATIONERY LIMITED,5214,Main Market,Consumer Products & Services ,0.01,0.01,-0.31,-2,-0.44,0,0,0.01,25.1,0,12.40,Overbought,100,Neutral,50
MENTIGA CORPORATION BERHAD,5223,Main Market,Industrial Products & Services ,0.435,0.715,1.78,18,3.42,0,0,0.32,22.7,3,42.70,Neutral,55,Neutral,76.2
IGB REAL ESTATE INVESTMENT TRUST,5227,Main Market,Real Estate Investment Trusts ,1.5,1.89,8.85,20,9.43,9.19,0.0486,1.77,15.13,12,6690.30,Neutral,69.3,Overbought,100
ELK-DESA RESOURCES BERHAD,5228,Main Market,Financial Services ,1.13,1.48,8.02,13,10.91,6.83,0.0481,1.04,40.06,4,420.50,Neutral,62.3,Overbought,100
CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,5229,Main Market,Industrial Products & Services ,0.01,0.01,-14.14,0,-4.95,0,0,0.03,14.42,0,13.60,Overbought,100,Neutral,50
TUNE PROTECT GROUP BERHAD,5230,Main Market,Financial Services ,0.525,1,9.37,11,6.56,0,0,0.99,75.31,1,522.50,Neutral,53.1,Neutral,58.3
PELIKAN INTERNATIONAL CORPORATION BERHAD,5231,Main Market,Consumer Products & Services ,0.29,0.88,1.57,27,1.24,0,0,0.43,203.15,0,188.10,Neutral,45.3,Oversold,14.3
MATRIX CONCEPTS HOLDINGS BERHAD,5236,Main Market,Property ,1.83,2.12,15.28,7,25.98,12.97,0.0672,1.14,124.78,2,1452.90,Neutral,49.1,Neutral,50
AIRASIA X BERHAD,5238,Main Market,Consumer Products & Services ,0.205,0.41,-53.86,-3,-7.54,0,0,1.64,109.55,0,954.10,Neutral,33.7,Oversold,16.7
CARING PHARMACY GROUP BERHAD,5245,Main Market,Consumer Products & Services ,1.5,2,14.74,20,9.58,5,0.0255,3.02,248.99,1,426.70,Neutral,55.8,Neutral,75
WESTPORTS HOLDINGS BERHAD,5246,Main Market,Transportation & Logistics ,3.1,4,22.08,24,15.64,11.73,0.0318,5.21,47.35,8,12582.90,Neutral,45.9,Neutral,40
SASBADI HOLDINGS BERHAD,5252,Main Market,Telecommunications & Media ,0.2,0.475,1.24,51,0.46,0,0,0.64,21.21,1,98.50,Neutral,52,Neutral,40
